train_ssim_loss,train_dice_loss,train_log_cosh_dice_loss,train_bce_loss,train_total_loss,val_ssim_loss,val_dice_loss,val_log_cosh_dice_loss,val_bce_loss,val_total_loss
0.0594,0.8805,0.3537,0.1065,2.6343,0.0254,0.9109,0.3756,0.1002,2.6986
0.0307,0.6342,0.2077,0.0888,1.8032,0.0203,0.7354,0.2806,0.0801,2.1324
